EntryNo,tzname,IsDuplicate,OriginalTzNameIfDuplicate,FileSize,MD5Hash,CRC32Hash,SHA512Hash,FinalFileOffset,FinalFileLength
454,Europe/Ljubljana,True,Europe/Belgrade,1920,6213fc0a706f93af6ff6a831fecbc095,c34ac6cd,8149de3fd09f8e0f5a388f546ffe8823bdcda662d3e285b5cebc92738f0c6548ccb6ed2a5d086fd738cb3edc8e9e1f81c5e2e48edb0571e7ea7f131675b99327,000578A3,1920
455,Europe/London,True,Europe/Belfast,3664,a40006ee580ef0a4b6a7b925fee2e11f,b40ff720,316ecacc34136294ce11dcb6d0f292570ad0515f799fd59fbff5e7121799860b1347d802b6439a291f029573a3715e043009e2c1d5275f38957be9e04f92e62e,00056A53,3664
456,Europe/Luxembourg,True,CET,2933,355f0d3e2a3ee15ea78526f5eeb0cf7d,dcaad861,96a5fa48a15167e55ffad5b0241c90caeb7f0433ad62dd43463a4c52c25c59f7357681cb586fc52e812e8173adc12cec9eff66d27d5f41e19d55f6c1fce12937,000527AA,2933
457,Europe/Madrid,False,,2614,491ee8e91dc29f30301542bbb391548e,caddba79,fb920703cdeaf1b672387771dffada2b6b128e3d5bd279ee2055cc1d2bce9268b1c4266cc72329334a0362406dda430b48f5fd7e906fda905d12ff89eaf2d4ac,0005DFA0,2614
458,Europe/Malta,False,,2620,9886bb6b098ffcf82ebc7029a4e26614,e93dbae0,77c2a543fcd6e7f1b825f3bd475f3924b10d4d0f81dfbbda08f95e2abf5cc33828ac85e7a54844336ee5face70f937668e000a1d74c6bd1b8129d61a97705578,0005E9D6,2620
459,Europe/Mariehamn,True,Europe/Helsinki,1900,a593351c8de80b7dede3f6507625d7a7,c7a9e6f9,7dc18d44ace662ae249b00ec9aa49c0074a9f59264b2ff812767964d6ac01c3fded9cb0a37e6653cbc94d7b3ceaddac4a49a3fb807ded2e224269e8d1be557f6,0005B7AF,1900
460,Europe/Minsk,False,,1307,c5ca8acbec52d3748a2e71d7a124e21a,6cbd9ea7,d6a27dc3cbe6f61d215e125439f3213d56e7a6103d28ed4b53890452394e012da9119a23dd920f843a668d3862403d21a1fb577494f2905ab660ac4caa41449b,0005F412,1307
461,Europe/Monaco,False,,2962,2e98facd2503ea92bd44081252bc90cf,22e75bf9,629ef3feb9fb9c71f0523fda81eb9fa122ddd7d5f5b1cbcaddaa7e20c9509541bce72cc30b22e944de76dc4f4a920025c9e90e94c76ae7e69778a8d2175d7f8a,0005F92D,2962
462,Europe/Moscow,False,,1535,6e4a6392e7699904a4223395513be78a,88a1b163,70aeec37644be6f9f7d55fa582db05621b86151350bdefb027738b0605bcf1bba32749b4e77041bd723ec44345fb8d24ab4eb6f8ca1446fbddca940f6468bffb,000604BF,1535
463,Europe/Nicosia,True,Asia/Nicosia,2002,dc4ea7e37ba20ea164845151f1d2966a,bb04d583,2c0df90b4253dc043037df5cdffc4cd30a2e53a9a2a2e119b64009db4c179322daa042aa295ef760b5fe97bd45b55a8f36a667c597ebbd226735dad8e6b932f4,000454DE,2002
464,Europe/Oslo,True,Arctic/Longyearbyen,2298,7db6c3e5031eaf69e6d1e5583ab2e870,30969134,688eaa6d3001192addaa49d4e15f57aa59f3dd9dc511c063aa2687f36ffd28ffef01d937547926be6477bba8352a8006e8295ee77690be935f76d977c3ea12fe,000392F9,2298
465,Europe/Paris,True,Europe/Monaco,2962,2e98facd2503ea92bd44081252bc90cf,22e75bf9,629ef3feb9fb9c71f0523fda81eb9fa122ddd7d5f5b1cbcaddaa7e20c9509541bce72cc30b22e944de76dc4f4a920025c9e90e94c76ae7e69778a8d2175d7f8a,0005F92D,2962
466,Europe/Podgorica,True,Europe/Belgrade,1920,6213fc0a706f93af6ff6a831fecbc095,c34ac6cd,8149de3fd09f8e0f5a388f546ffe8823bdcda662d3e285b5cebc92738f0c6548ccb6ed2a5d086fd738cb3edc8e9e1f81c5e2e48edb0571e7ea7f131675b99327,000578A3,1920
467,Europe/Prague,True,Europe/Bratislava,2301,d17ad2f182cef93488ec1bcda9d98d92,f0ab39e5,c8b9e8c70e1d649c925254c1dfbfba311a640a43255d30626e4decaa8123c11a0428dba1518e5f121bbfd61b313ba56d9f891726b040576d8f818459ea42ad57,00058023,2301
468,Europe/Riga,False,,2198,50cdd056cb1c417519f839f9b977710b,9888ad94,599db1afb00f8be213558252129b0f1bd505bd82d46f6c91007bc970af4a3bb2853e2231b14e4857b72c13b0d9ad07a8044231f93a1bca7b129c67404fe7cedf,00060ABE,2198
469,Europe/Rome,False,,2641,de64f32dd64c6b15a78bbd84384827fb,dae1419e,1114ac9f1aec20a3db5736b795de71c7745e96377588d617003a7c1da07e0fd408b4bbe711aca3fb5e591058fa6b422106db0dfdc01320af41dca1e1eace7cea,00061354,2641
470,Europe/Samara,False,,1201,4e9d64f31f52a0e399f0e5c99d714273,90725f43,6680a9d81348b39c1ba1eb021463914d4376b5f4b83236be4c3ec459651389765d1fe4fa42c6eed0dd2d441ffb17c4d265717e89e111bb6a05a22759f70fda0e,00061DA5,1201
471,Europe/San_Marino,True,Europe/Rome,2641,de64f32dd64c6b15a78bbd84384827fb,dae1419e,1114ac9f1aec20a3db5736b795de71c7745e96377588d617003a7c1da07e0fd408b4bbe711aca3fb5e591058fa6b422106db0dfdc01320af41dca1e1eace7cea,00061354,2641
472,Europe/Sarajevo,True,Europe/Belgrade,1920,6213fc0a706f93af6ff6a831fecbc095,c34ac6cd,8149de3fd09f8e0f5a388f546ffe8823bdcda662d3e285b5cebc92738f0c6548ccb6ed2a5d086fd738cb3edc8e9e1f81c5e2e48edb0571e7ea7f131675b99327,000578A3,1920
473,Europe/Saratov,False,,1169,756b361dc39b978b78eaf6df78a7ad0e,5b6c10ce,1842ccd308411192bb155a73726961f2408ccb80608b89fdb94a5198a2316b0dd5dc1c006b9159ec0868a4e52ecd0e67fd93ba409a2b3ea9cbd4e893cca3e676,00062256,1169
474,Europe/Simferopol,False,,1469,bf8afcf933ad0cfd59782d8af44667b8,0d7b7d2d,01cf08b779d767825af3db1802b47923d16a8d31b90b39a5b9cb3c4685d83e25487e773f9a4efc7391abb9c79db6dbce1948c9e72f060f25283cfa0b2ee72592,000626E7,1469
475,Europe/Skopje,True,Europe/Belgrade,1920,6213fc0a706f93af6ff6a831fecbc095,c34ac6cd,8149de3fd09f8e0f5a388f546ffe8823bdcda662d3e285b5cebc92738f0c6548ccb6ed2a5d086fd738cb3edc8e9e1f81c5e2e48edb0571e7ea7f131675b99327,000578A3,1920
476,Europe/Sofia,False,,2077,f9d03c5aa87a44ed893dd53431f30ff4,4e9ec876,e4c8854791098278fcbdc126b22f80316cc9db027d90b701f07e28d732ec8766d69c26e68c52c81b98863b45f488d5289a06ee7531d16b6be0deabbc853b9734,00062CA4,2077
477,Europe/Stockholm,True,Arctic/Longyearbyen,2298,7db6c3e5031eaf69e6d1e5583ab2e870,30969134,688eaa6d3001192addaa49d4e15f57aa59f3dd9dc511c063aa2687f36ffd28ffef01d937547926be6477bba8352a8006e8295ee77690be935f76d977c3ea12fe,000392F9,2298
478,Europe/Tallinn,False,,2148,ebc9b4d3de448e9758267c684c8c8453,700e7d5b,f3e5ba61bafdf8ff7f04250bf64a5ecc301eea8e9cbc353ad91e1b0633fb584e9424ebc0214c57a77eeba2cf3aa874f3bfbee8ef244707ba600c053de9469408,000634C1,2148
479,Europe/Tirane,False,,2084,d5977bad592e33b2e4058a242d735927,8dea8cc1,8f29f5768d068c4a5b17b9be181608b51f308df295f2e44c712f8d8f88971c841d75d62fb3dc01a29c0cb4cd08fe8e995508eb58db4791e7aea4abe01d89d66b,00063D25,2084
480,Europe/Tiraspol,True,Europe/Chisinau,2390,2ac49d4e17a9f1e8db6015a250374d0f,670f8d65,25f4a56c89032dd4a0b8ddfc3063784bd2e94114c316e396196d330edd22b4e39f45681d019f2ee53f49469c74ebf6e342001d52449f9389c2095ca2fbfa94b1,0005A25D,2390
481,Europe/Ulyanovsk,False,,1253,ff8f50dd006548eb8751802c600f2299,0404707f,9ba44d0b147e842781dd2888a5106c5099bc0dca3ff636a4248545662ad57407564fcbeede118498503c6fa4044821f3a422da45df4a9492fc5da42d86dfc7c3,00064549,1253
482,Europe/Uzhgorod,True,Europe/Kiev,2120,114c4219e41d9cf8eaa77e13f87fabb6,b43148c1,e353e9bd9d33921ac09decb3964c5065c88db29bd16a37e2cb9746bc1aca060c263c8bceb069134c933ad0b7ab2748a1db54f6cbad670b959895262afd749c6d,0005C4F0,2120
483,Europe/Vaduz,True,Europe/Busingen,1909,2da42297275a23b4a6b99702cf995583,9d01cc79,68837833426fe905b74a9364496c572e3157c0c7cf179688e7facb7370fab3f01edf08421998dade9023c6bc17ab9b84eef2154a0ec83a8f7b85992bc9b88d1b,00059AE8,1909
484,Europe/Vatican,True,Europe/Rome,2641,de64f32dd64c6b15a78bbd84384827fb,dae1419e,1114ac9f1aec20a3db5736b795de71c7745e96377588d617003a7c1da07e0fd408b4bbe711aca3fb5e591058fa6b422106db0dfdc01320af41dca1e1eace7cea,00061354,2641
485,Europe/Vienna,False,,2200,cf94bac5f79dfea85bdcfd347e93c59a,aad1748b,128b08ceda2288c54d471aa3e25a9c36a7305d367e5d6e4fc2f9d7f3e25a8acb60807551e1bd72441ae4ebe259336e50ec0832cb7617e2c46744e28e3be8adf2,00064A2E,2200
486,Europe/Vilnius,False,,2162,c2da5e1ab9d554e28e1c8eab5e70d2eb,c798e5ec,de345876b7141e9538cf0d864e86c593b97e436acbfb126fc2cf974e6b825fe4e3910c9376ef69a9a0242a548cb22be93fce5aa33e450b91e54b89e3e2acabd1,000652C6,2162
487,Europe/Volgograd,False,,1193,f3c8035e099490c7109d26814380d335,95ebd238,5b1ce132f3b362a1120c6ae8d4a618e70bb9239bf59af259953ee9f062e702088874a1d29298afc54aca0b5c5efc8b519b2bc40036e87027b8674195c5467df5,00065B38,1193
488,Europe/Warsaw,False,,2654,499916a22979b1cffade2ca408c318c7,43b6b8a5,7180084f2e20aa0bd1ce8b96f71e3d80d3d68fcc2394414ec21b9b05df8429dba064e9c70a6068d58e62857a621631feb0335582edb1afda72562c2a7907eff1,00065FE1,2654
489,Europe/Zagreb,True,Europe/Belgrade,1920,6213fc0a706f93af6ff6a831fecbc095,c34ac6cd,8149de3fd09f8e0f5a388f546ffe8823bdcda662d3e285b5cebc92738f0c6548ccb6ed2a5d086fd738cb3edc8e9e1f81c5e2e48edb0571e7ea7f131675b99327,000578A3,1920
490,Europe/Zaporozhye,True,Europe/Kiev,2120,114c4219e41d9cf8eaa77e13f87fabb6,b43148c1,e353e9bd9d33921ac09decb3964c5065c88db29bd16a37e2cb9746bc1aca060c263c8bceb069134c933ad0b7ab2748a1db54f6cbad670b959895262afd749c6d,0005C4F0,2120
491,Europe/Zurich,True,Europe/Busingen,1909,2da42297275a23b4a6b99702cf995583,9d01cc79,68837833426fe905b74a9364496c572e3157c0c7cf179688e7facb7370fab3f01edf08421998dade9023c6bc17ab9b84eef2154a0ec83a8f7b85992bc9b88d1b,00059AE8,1909
492,Factory,False,,116,f57a1f2824478a8bf54c96822ec2aa7d,b71910e9,cd3550c7f5c3a4cd3076b76be64714e96fb4280d7ea40ccf8465c156062518c4ffe2a938db80de88a2cb2954fea53e1a313beb3a622ba7b7c79eb08bc045951b,00066A3F,116
493,GB,True,Europe/Belfast,3664,a40006ee580ef0a4b6a7b925fee2e11f,b40ff720,316ecacc34136294ce11dcb6d0f292570ad0515f799fd59fbff5e7121799860b1347d802b6439a291f029573a3715e043009e2c1d5275f38957be9e04f92e62e,00056A53,3664
494,GB-Eire,True,Europe/Belfast,3664,a40006ee580ef0a4b6a7b925fee2e11f,b40ff720,316ecacc34136294ce11dcb6d0f292570ad0515f799fd59fbff5e7121799860b1347d802b6439a291f029573a3715e043009e2c1d5275f38957be9e04f92e62e,00056A53,3664
495,GMT,True,Etc/GMT,114,9cd2aef183c064f630dfcf6018551374,ab5e34a6,dafa0cb9d0a8e0ff75a19be499751ad85372aafa856ff06dd68ecf2b1c5578bb98a040becaecf0aed2c3e4ff7372ff200fe7614334756d19fe79dd61c01d4e92,00055244,114
496,GMT-0,True,Etc/GMT,114,9cd2aef183c064f630dfcf6018551374,ab5e34a6,dafa0cb9d0a8e0ff75a19be499751ad85372aafa856ff06dd68ecf2b1c5578bb98a040becaecf0aed2c3e4ff7372ff200fe7614334756d19fe79dd61c01d4e92,00055244,114
497,GMT+0,True,Etc/GMT,114,9cd2aef183c064f630dfcf6018551374,ab5e34a6,dafa0cb9d0a8e0ff75a19be499751ad85372aafa856ff06dd68ecf2b1c5578bb98a040becaecf0aed2c3e4ff7372ff200fe7614334756d19fe79dd61c01d4e92,00055244,114
498,GMT0,True,Etc/GMT,114,9cd2aef183c064f630dfcf6018551374,ab5e34a6,dafa0cb9d0a8e0ff75a19be499751ad85372aafa856ff06dd68ecf2b1c5578bb98a040becaecf0aed2c3e4ff7372ff200fe7614334756d19fe79dd61c01d4e92,00055244,114
499,Greenwich,True,Etc/GMT,114,9cd2aef183c064f630dfcf6018551374,ab5e34a6,dafa0cb9d0a8e0ff75a19be499751ad85372aafa856ff06dd68ecf2b1c5578bb98a040becaecf0aed2c3e4ff7372ff200fe7614334756d19fe79dd61c01d4e92,00055244,114
500,Hongkong,True,Asia/Hong_Kong,1233,b3b6122deaea1d9a6bb3282f5c72f3ad,fb3f5908,7d9a4eac70971b39ea488f24e635e8e693c03d50ba9d4ab067ad445fdefd1f1fa984f4dc6d6b2acadac2a2e467c63fa8471bc996ea261ed51dba6c0f35ccf563,00041532,1233
501,HST,False,,329,4e7fd88341bd37b660769d4583914ac2,b07cb8d6,0d7a0a3aab195c1b8c5b58793f78182fe9340193434b95541c93caf0b9860e2e1c07bc77cb62424657feb8f193a5da55df77fdc52e730638dc7d4cc673eb6a82,00066AB3,329
502,Iceland,True,Africa/Abidjan,148,09a9397080948b96d97819d636775e33,8818ae6d,2eccf2515599ed261e96da3fbcfbab0b6a2dfc86a1d87e3814091709f0bfe2f600c3044c8555ed027978a8ae9045666ee639a8c249f48d665d8e5c60f0597799,00007990,148
503,Indian/Antananarivo,True,Africa/Addis_Ababa,265,86dcc322e421bc8bdd14925e9d61cd6c,191dc50a,d32771be8629fb3186723c8971f06c3803d31389438b29bf6baa958b3f9db9a38971019583ba272c7a8f5eb4a633dfc467bfcb6f76faa8e290bad4fd7366bb2b,00007A24,265
504,Indian/Chagos,False,,185,9d9591ccf1cdb2b364dbe127f78d2dce,6bb6e701,afac37e033fcb71b7624e9b1a544883cd13e5e5ff44954dbc24f639eb3fbe56c30a742f8f0a877809e71f12da4d6065a4abc548b38b92f0733a9a74d863c8619,00066BFC,185
505,Indian/Christmas,True,Asia/Bangkok,185,5f71fdbfc6dd733eb433ccd24d687308,a1e2ac8e,241915b9c948badad655407fd03cba154634a897356cbd9b6e5df081c92d07727ce3fbcfb180bd5f02b9989239b083d66168b629cfa09a9632469a5a8a3ccd3c,0003C114,185
506,Indian/Cocos,True,Asia/Rangoon,254,7248ff08276bcb74384e75af8450fd0b,3260a06a,537131af968708fdda913e12285c8fdfe99f95330d830377bc63c3e6d8c25c573575096068a27b0773117d62978775c1da5ad5b56345b22f6d6ea9906ac77976,000478B0,254
507,Indian/Comoro,True,Africa/Addis_Ababa,265,86dcc322e421bc8bdd14925e9d61cd6c,191dc50a,d32771be8629fb3186723c8971f06c3803d31389438b29bf6baa958b3f9db9a38971019583ba272c7a8f5eb4a633dfc467bfcb6f76faa8e290bad4fd7366bb2b,00007A24,265
508,Indian/Kerguelen,False,,185,2a5510eaf60a8da19440fe1f38f558df,e20d5b0c,c923f03987c6a862138d43a3a7c8a184f005aa2996c13d02b1347210ac224ba95c9268d04980be7e9b58a05f179eb859483ef4d967678574d8d1cf38cc3487a1,00066CB5,185
509,Indian/Mahe,True,Asia/Dubai,151,839bfcfd8ef482f11433df7633056fb9,4f5ac46d,e9125cc5be8b748cddd1c0a0914c6b284b1cfc54ffa6dead8d5ebd2c03fc7009330a5e14dbf5e87d7c185be0c2e51620a0c4c0efb7fcc2ffa3d9c3b0936ed423,0003EAF9,151
510,Indian/Maldives,True,Indian/Kerguelen,185,2a5510eaf60a8da19440fe1f38f558df,e20d5b0c,c923f03987c6a862138d43a3a7c8a184f005aa2996c13d02b1347210ac224ba95c9268d04980be7e9b58a05f179eb859483ef4d967678574d8d1cf38cc3487a1,00066CB5,185
511,Indian/Mauritius,False,,227,f2c17a3f00a7d01ab3cb5ad4f31b1765,b90c9ce5,1d27b5ec6e9a6dcb2b0a10042716e027bc2e5cb7f91f73e4f38fdee70cdf719d19b97d0cc1645b64b6e0b814a1facc290c5def3389431a2170cf96de08d79c0b,00066D6E,227
512,Indian/Mayotte,True,Africa/Addis_Ababa,265,86dcc322e421bc8bdd14925e9d61cd6c,191dc50a,d32771be8629fb3186723c8971f06c3803d31389438b29bf6baa958b3f9db9a38971019583ba272c7a8f5eb4a633dfc467bfcb6f76faa8e290bad4fd7366bb2b,00007A24,265
513,Indian/Reunion,True,Asia/Dubai,151,839bfcfd8ef482f11433df7633056fb9,4f5ac46d,e9125cc5be8b748cddd1c0a0914c6b284b1cfc54ffa6dead8d5ebd2c03fc7009330a5e14dbf5e87d7c185be0c2e51620a0c4c0efb7fcc2ffa3d9c3b0936ed423,0003EAF9,151
514,Iran,True,Asia/Tehran,1248,c3d14b33fd851ad14e06cbe50dffb51b,aff5e7c3,c8cc5eb067978872b2ec944e48e2072395a45d9294fd07dfaa29409a0818fc4eb6bc6824e9d118ebc87f74fcdd0889dee0ef9e5753310516f7a5693278cafe92,000490CF,1248
515,Israel,True,Asia/Jerusalem,2388,570f4cd5d0ee9ebe57259c7ded62de1d,33e5c3ed,6b89b8e78404ba60b8cb2c4bf1b22482968cf07e1d87c43f10205f915fa56d1a1bfc67ce89a84e625d625766fd1fe001d96070c74654e58c420eb3ae3ed07406,00042C26,2388
516,Jamaica,True,America/Jamaica,482,0041a22a05bf3b4a02e08a42a3bcf2cc,47942cf9,46f46948b7239b3a0231867cc73c8bc08d36799ace9c91f5d73708e34ba98942a3549e7438b7282bd078a6ae08fa07a3014a498af8392fde7061dd6835b68de0,00022A1B,482
517,Japan,True,Asia/Tokyo,309,38620155fabd5572c5a4b1db051b3cc8,0de6480c,0176180919c46b930b8bce28542840d659ae022db6668df24c34a8f26de8bb210ea54536b2269eb1b19a977b3dca212a11c6bbb5cb20657c21de7bd6c5821252,0004966C,309
518,Kwajalein,False,,302,30129c68c02078338caaed2db3987969,c379c913,55b0d1652e9bd777778622e1ea531a8f4c3d5f307ad88a36c919e0639e754c3a492173198a0443567fe491ff27122236a88bab60a03881c97b848c605750a581,00066E51,302
519,Libya,True,Africa/Tripoli,625,0d0c2c0dc7945596f1b265c4f2b0e1e9,2cb5c9c2,41c01da4215f02b6816f9fba24e60c037a967f60e67577ce8c25cacab5f7f37f987f16fb3e8a56a3b0d1ef31832fb6f7a021eafdddc4f2a6926d78960058881a,0000ACFE,625
520,MET,True,CET,2933,355f0d3e2a3ee15ea78526f5eeb0cf7d,dcaad861,96a5fa48a15167e55ffad5b0241c90caeb7f0433ad62dd43463a4c52c25c59f7357681cb586fc52e812e8173adc12cec9eff66d27d5f41e19d55f6c1fce12937,000527AA,2933
521,Mexico/BajaNorte,True,America/Ensenada,2458,0bbb164113d55989afd3aa257cd448f3,c872d0b8,8c172a35dfd7c6ba1fad012f743953641f0836a8bba0880686dac4f50a77aba8b0197400456a5d38ebd3da0bb97b66ed100d9600597a74d3498c37cc3116286f,00018D0C,2458
522,Mexico/BajaSur,True,America/Mazatlan,1060,d683a56e4dcd8b4540ffbb5f6468f855,d8e2f537,9584d3d1e25655dca33f272984544420a66e755271adf16f47ba525084f7becafc869973fde05c519939b7277ae04dcabf6db9219480a20c6b143e550c463449,00026420,1060
523,Mexico/General,True,America/Mexico_City,1222,030aaab74b16f103f30dea4b6c7b8a70,10d8e074,532c67dfc1f384352a661f8d5e202943ab1ad25ed1957bfaea2ce40adbdabbf8625781eefad78d8decfbeefe8f12f0eb9d61f5939f7f478be099780ab9422d7e,00027AA1,1222
524,MST,True,America/Creston,360,1df060a4c94a0ebf762fcb59b7d80f36,dfbe5d17,6e23af75e75ada3590b01aad555efad958e1454201daf3480e28d8a1e4e4ae68a5e8546ad42ec5569e7e3afab902d804d9f85f03d9059dbd7eb2a6b02bde9490,00015A38,360
525,MST7MDT,True,America/Denver,2460,648f67a7744849f2ca07f4d5871e9021,1c7ce19e,3dab6d6a04a4856cba78ef499f1a436f1f71b1dea494ee098b76c1702531108ae0a1d7b6de05e9d9315027624b790e084d69b25507738099f6026cd2a9559f31,00016E3C,2460
526,Navajo,True,America/Denver,2460,648f67a7744849f2ca07f4d5871e9021,1c7ce19e,3dab6d6a04a4856cba78ef499f1a436f1f71b1dea494ee098b76c1702531108ae0a1d7b6de05e9d9315027624b790e084d69b25507738099f6026cd2a9559f31,00016E3C,2460
527,NZ,True,Antarctica/McMurdo,2437,77332ae81e8f657034dd1e92e77716f1,b8383e30,ddfc24fd77bba175c9365bc4683260fe5d66c03c4f6035d9c74273a19ccc4e1733af4ead7cb9927bb2b6406cd2efabfb4457c2d2d12027600f0938b989fbf2a0,00037D7A,2437
528,NZ-CHAT,False,,2054,e62fd7f0577810de00c1b2fa0f9f207e,ba37f58b,281e56eab4e3ceb4eb28ecda38e0d5482ffe309900c5568c86b4bb38dde2d3321f597254cafe394ef7822f9a0e8b692be3207f5b74691f8db0b4a1bd115aaa62,00066F7F,2054
529,Pacific/Apia,False,,598,34bc3654b00115cb8a5c8cc38f171933,d4f36a28,c0bfd20442ff8e2eb672a942aa7fa847678f06ebda63de2fe2b548ca1295d0ae15bb1e633c173efb433119733c5ca87286330c5c592730c509638b98a040ef13,00067785,598
530,Pacific/Auckland,True,Antarctica/McMurdo,2437,77332ae81e8f657034dd1e92e77716f1,b8383e30,ddfc24fd77bba175c9365bc4683260fe5d66c03c4f6035d9c74273a19ccc4e1733af4ead7cb9927bb2b6406cd2efabfb4457c2d2d12027600f0938b989fbf2a0,00037D7A,2437
531,Pacific/Bougainville,False,,254,99f4faa261a4520ead4b116680948806,0c4a3e6b,b8d5b986b796888ecc9c917b2452941573a9f22ec446bde23ff85f63d63968ae7350e5131a239c3a7e871741e2661bb9b1b0bb6b596063e65e76cda6d8bd0d66,000679DB,254
532,Pacific/Chatham,True,NZ-CHAT,2054,e62fd7f0577810de00c1b2fa0f9f207e,ba37f58b,281e56eab4e3ceb4eb28ecda38e0d5482ffe309900c5568c86b4bb38dde2d3321f597254cafe394ef7822f9a0e8b692be3207f5b74691f8db0b4a1bd115aaa62,00066F7F,2054
533,Pacific/Chuuk,True,Antarctica/DumontDUrville,172,ec972f59902432836f93737f75c5116f,8df8e817,e8e8c8f6d096c352d1244280254e4c6ecf93f7c2ff69ecc6fa4363a6be8a2daf6cfcd7f0d96bc2669268ced5565532fa06be348a139b0742ccccb83953c6324d,00037341,172
534,Pacific/Easter,True,Chile/EasterIsland,2219,ffabb899877f8ffb2dad36e8364f2691,64378135,37e43ffd2b39e58f3d6548fd1ac517ffe3d7d23a47313759f90b6508bcbea66b7b2f48dd8066a8d33ad11e9f2473d778eaedeeb694db0800e4740accb6e04087,0005331F,2219
535,Pacific/Efate,False,,524,25c51b2838decef2f9d90c15e4ef7d3c,8abdbdbc,4a65c4017357e740842c08e12e3ef0c55df3b1c48b6fdcab28de2293ee368042c5fed2df91081c7dbbd7dafac20bec67c2283fa0b84da705e88c8d57d97aa0d1,00067AD9,524
536,Pacific/Enderbury,False,,220,e6db0ff705520cbcf5d733136032265b,7eae992f,da726fc383a27bc61ad861da9b027de7e2b92610d6316c15763382fbe0fa3c0beeca1dcb5439d12935ecc327b02affbbacccaf30ccc7c91d6eaa1c7d0b7cb319,00067CE5,220
537,Pacific/Fakaofo,False,,186,bfb0d0b7040b9ad6707307243014c9d2,e432f0c4,031d1fb8587602562d3ac04f1a968a4156d648a75555d289f7d8162aab63c88e56f85a9b22fdb8ccc68d8da243455908de7e391dd3277a99f2c0f07808feda48,00067DC1,186
538,Pacific/Fiji,False,,564,a15938c4964ced91ce470fbf43f137d6,a8994fd2,ca506bfd18169937b5b40483a935a5fd91ba0ba45e5c3d63a2a28a34a8603eaef4527792d059cd24e3835f68befd39b75e2c46b6817cc4f87cdcfd05d0128a95,00067E7B,564
539,Pacific/Funafuti,False,,152,5bdd7374e21e3df324a5b3d178179715,b50e9b8d,9c76f39e8795c50e6c5b384a7ff1f308a1c5173f42f810759b36cdeae7d33d1dac4934efeed580c59d988c152e2d7f8d9b8eb2073ab1fc15e4b9c10900c7b383,000680AF,152
540,Pacific/Galapagos,False,,224,ee88f9a5f75b1d6bebe15783628e9ad2,d80c074f,1fd10e956d249b8c1dd3e861fc2c7120839612c8d0f68471d2a722a0620916d6b0e4ffe52a1189547e0b6f70188ba5cbecb2c5c496d9ca34f9b5cf3306bb145a,00068147,224
541,Pacific/Gambier,False,,150,95f4ed0d61f47dd5231ba40fb33e3083,f87c13e3,479c98748c550361eaa6657c1b87735db7e24726cc33a30a62f7ff9d7ebf329eef2447fd695d678fad1d33655925da474d6149bbb115b6da4408d33b2893c998,00068227,150
542,Pacific/Guadalcanal,False,,152,a9ccb2437e66d134253b658fb7d37dc6,7380f841,603fa4d5cff8af47b19b0c46bdae3db501a811f0d952288fe1d2e6e5ce1bad22da10b13bc531fa83ab147a1c76c8d8e5c9c9c651ede6400127fdf069144e20a2,000682BD,152
543,Pacific/Guam,False,,494,0526015a1ff7e7dfbca60f757dcd2eec,56e8d498,f587abdf2800a0d84652e0f11eb2eb7371cbbc5b675d4629ae2b6e1f6b44d839fd96bccfbbe831ed8988c4b7ffa0b765a03554ae779a455edb80c03ced35807d,00068355,494
544,Pacific/Honolulu,True,HST,329,4e7fd88341bd37b660769d4583914ac2,b07cb8d6,0d7a0a3aab195c1b8c5b58793f78182fe9340193434b95541c93caf0b9860e2e1c07bc77cb62424657feb8f193a5da55df77fdc52e730638dc7d4cc673eb6a82,00066AB3,329
545,Pacific/Johnston,True,HST,329,4e7fd88341bd37b660769d4583914ac2,b07cb8d6,0d7a0a3aab195c1b8c5b58793f78182fe9340193434b95541c93caf0b9860e2e1c07bc77cb62424657feb8f193a5da55df77fdc52e730638dc7d4cc673eb6a82,00066AB3,329
546,Pacific/Kanton,True,Pacific/Enderbury,220,e6db0ff705520cbcf5d733136032265b,7eae992f,da726fc383a27bc61ad861da9b027de7e2b92610d6316c15763382fbe0fa3c0beeca1dcb5439d12935ecc327b02affbbacccaf30ccc7c91d6eaa1c7d0b7cb319,00067CE5,220
547,Pacific/Kiritimati,False,,224,6258530ab8c25d58a089e22f022e86a4,780ce09d,acf53a4759ca677974e095acf711ade54ed53cf516ab6e8934158f5e87ae62679b98b498a94cc5b11864e80e18825d4bdd4a2f964ef91366da93b7df5a13de83,00068543,224
548,Pacific/Kosrae,False,,337,39005294db6d971abe9cddaab0874291,480ad687,b77f836f2bffdf71c2504e463bda242e5aa131b3f4d0de7f011acd7e024abc89a68d975755dfdfea89ed5490826750c6dab6d343178ef6e4baf3429fcd38c210,00068623,337
549,Pacific/Kwajalein,True,Kwajalein,302,30129c68c02078338caaed2db3987969,c379c913,55b0d1652e9bd777778622e1ea531a8f4c3d5f307ad88a36c919e0639e754c3a492173198a0443567fe491ff27122236a88bab60a03881c97b848c605750a581,00066E51,302
550,Pacific/Majuro,True,Pacific/Funafuti,152,5bdd7374e21e3df324a5b3d178179715,b50e9b8d,9c76f39e8795c50e6c5b384a7ff1f308a1c5173f42f810759b36cdeae7d33d1dac4934efeed580c59d988c152e2d7f8d9b8eb2073ab1fc15e4b9c10900c7b383,000680AF,152
