EntryNo,tzname,IsDuplicate,OriginalTzNameIfDuplicate,FileSize,MD5Hash,CRC32Hash,SHA512Hash,FinalFileOffset,FinalFileLength
135,America/Indiana/Vincennes,False,,558,7ca29f8adb394d878db41ab40c4c9a5d,7073ed0d,b297f6b942fe4575e27e9e4280db1c39132d7a209cbdc0fc8d6b5f3aa8b2771caca067d946f0e31a6616ba09aa1f1d6f13773a528fed1a391adbc2c569c44c27,00015504,558
136,America/Indiana/Winamac,False,,603,f429fd3eab0a434754c001ba1e5aa719,39b748fd,8925e01c996e9c1462be12ef82baa0aa832aef578bd56e6d00aaf46a9bcf9f464ccf32b8c39c7a50762222473f8f8e93d1372dd85da9692dd150a2a7b60c5e47,00015732,603
137,America/Indianapolis,True,America/Fort_Wayne,531,9208172103191bf0d660e0023b358ea1,c97bb670,013be7c175dba66510fbd2972e0d4b76b7073a079aaed9e0a454753dc5e18fb1133b2947c48bd7e1cfa70820b397af6ff49b41434a4909906f87a8c91b853178,000125DF,531
138,America/Inuvik,False,,817,f51089782974399a845a8ab6e8825bfd,6f09bcca,612d51343d97705c7462fc7ef5ccf0d01a848e2791dfc3de9058e02ac827f822a5c7ad6db15f672cd360f8eb6ccf2dd99da5e22d806b92fdedf961df39810077,0001598D,817
139,America/Iqaluit,False,,855,b8248a79b8e4c6de4f23c59e360d333e,05d6a0c5,456dbe8cc744c74cb61b009789baab73624b66745255e2353757bb15b6cbc14a4403fb8c659d4f869cea26bdcee27743986e9e8d394fd14997bd0c7c659bbf56,00015CBE,855
140,America/Jamaica,False,,339,6ddb543268cbeb4a7fffad436081b019,ebd54a25,c128f47deb433221c04ab5caf2daf71e3e791a2f4bc324fe9156a6ceae3347d88b5b00697dbfb3fd923550c739e90cc9e33481707d42b413b5fa6d8563eca55b,00016015,339
141,America/Jujuy,True,America/Argentina/Jujuy,690,239a70724a0ff39d5dd3e6b7f4a34212,1a5a7475,b42195b41c7a450207bdd48476618a732b01d2761dd9a97ae8401d9b166ac8e138ab62c6a72cbea09aec1528e096d9e6cda7f67405edecd79e8f796629451e44,0000B3E7,690
142,America/Juneau,False,,966,a9b6712f7efd08406ebb3f4a43bf1862,d41cc93f,3302957468742fe2d46a2d22ea01c828aa4aaaa6b93f54f9e33a240d9d19b7e2f76c91fe40c06f5b8ba7abfe92ace9434074c41f4178ac5be9bd988c1a709563,00016168,966
143,America/Kentucky/Louisville,False,,1242,9d9fdcb5bec6ef7173f20c0b968ae540,c48de5df,4be8df0766c8cc72818ad185af7ede88779b86a7846b0c38f2949b9ab7cad364f5a26cdc11c56bce2507b7f46a8e68249d95b2c9ee748f68d4ea93c33425bef2,0001652E,1242
144,America/Kentucky/Monticello,False,,972,755a91932697ce463a5c9b642e5292d6,4a7c1a03,422c54536f0003a4f021ed1dcf91bb8e0aba8eb3f4c5940ebcb9a96c8676f499adf7ec2adc1c698bfe6465bf8a1710401378047fd1a93eabb642604aa7e827a9,00016A08,972
145,America/Knox_IN,True,America/Indiana/Knox,1016,964fb4bc6d047b2a8826a0734633ab0b,33872024,869203f9854bf2cd0ffcc75f4524965757ecb03879a08e1275404b7eaeb5942eb25dff0f6ca6bfa236e659e2fb315c1b9dfcfc544a59ff7b3cdd6ab6904aa298,000148AF,1016
146,America/Kralendijk,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
147,America/La_Paz,False,,170,fd46d501559b1cf8c8c1fa330196b1b0,e91260ad,cc4d5d0cf974ea0bec7c3922307ba101a0771219fa4cebc703e9763b77da8da708c71321ae5548b3d344d9e435812b806827c3af9ea99ded59c6827cf1a1e9be,00016DD4,170
148,America/Lima,False,,283,bd9c4fdf467f96ab33dde64bf0ac700c,87a137fe,64abc5e2db3849d2fee5f135af03fd7773e4fe2ebfabf1a687ff6d8cbde1168603fe088d89b994856968f790dbfc9252748a023be373a14c903c8722de4f4eb0,00016E7E,283
149,America/Los_Angeles,False,,1294,641e03b9a1178df8c823447ea6563f25,fe1222f6,c959cea5dddf0edb9c910a1c45a5d2a0e1d406cda39bbc2176d0af76feac26f4358bad4d94bf2abfca4f4f35d518721004be3ddca76432c38e45cff046f8a6cf,00016F99,1294
150,America/Louisville,True,America/Kentucky/Louisville,1242,9d9fdcb5bec6ef7173f20c0b968ae540,c48de5df,4be8df0766c8cc72818ad185af7ede88779b86a7846b0c38f2949b9ab7cad364f5a26cdc11c56bce2507b7f46a8e68249d95b2c9ee748f68d4ea93c33425bef2,0001652E,1242
151,America/Lower_Princes,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
152,America/Maceio,False,,502,823a97c8e447d6f0016bacafd20a246e,928b8ce6,671a21f87589451fbf2e4e47c1792d3ebe2ca3ba77b2fa2b39eddbfa1c70106072776c8f8a5ac215a3baeda5be2e24e697a9032021e8b3ef67d0737cfaa12625,000174A7,502
153,America/Managua,False,,295,8435b750c0255a506ff0fd58bf646f00,5cb373e5,5bcc61d62dee565718fd4c6a3d02fbb7d984f2ff93a808154ff5bb4eab2c98ce0f05dd9125a6f10a9bedf228bbaee286cdb55add948f08b0506d60369222f1e2,0001769D,295
154,America/Manaus,False,,412,bbb3263234960c35b55fffa1327cc48c,e927cb61,9f1bdc984534540df6508072a530d34e6443180608f549ee96149830e657f86fc78fcc15ab4c194f598c614e4ae466a101ed45e811c9a697354686d65a26e6ed,000177C4,412
155,America/Marigot,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
156,America/Martinique,False,,178,450d5ffb8f5928afc0981b5a1a8ba4fa,d26a17a7,a44dd44e34dc150d8f81ed57e0e6306d9a01cdc9bdcb32d9584dfdeccc78d9fa94012639a3fcd4d0b0edb91c491dd890dbfec7e2a2dba6a07a3c06e8a87809d3,00017960,178
157,America/Matamoros,False,,437,8c2eca6f9c563a5a2c5f6293d3ee3bc5,5de2b779,fee8245f6601dbb1f4476a03e4e87f3b47d00d9d0b762b20974d71c68835cbf5fa49548a5b09120aec76dc1e1edcdb7bcb7a7d430454785df563d95be390fdd2,00017A12,437
158,America/Mazatlan,False,,690,9e5a72ab87891aaa1f6fa40acb8becee,929f479e,2964f5193b84b886da341f008732ae22541ad543403e2a605369b32304545e9ded54ed22f76a8021ee3963e738fd2b29e5a8c1d433327be92701abe46329e5fb,00017BC7,690
159,America/Mendoza,True,America/Argentina/Mendoza,708,839eacc63921f196e4ecfded7245a67b,8c5a92c5,77fd0f07cce5093c453f33d89e3c74822205b09a185cdc03dce30429eec348d1d18b89eda7c625f35db22983a911bee091fee38bc044147263ad0d55289e8a43,0000B966,708
160,America/Menominee,False,,917,b6fc5775917cac51306de9bf93d87827,bf3a4f38,a455476ac45381e2e42bf5e1f86a0a9890196cdd467b44e079ebf0d199d7a4bd233f417cb145dbfd839ba387e73994664d42bef0f64acd915582818c54ec69d0,00017E79,917
161,America/Merida,False,,654,9a1e028c851aaec11c7f85c38f209c88,e7dc5986,2f0b17b650107f998060069b027005ab0e88f4404e304ee4dd148cb527ba6e8dea798deef9bc815049c17301cca3333ed58b20d73cc8626bb1601e227561ccb4,0001820E,654
162,America/Metlakatla,False,,586,4f4baa18e0219b85f02103bca46dfdca,146e878c,275fd82307edb81f8a533a9be18bd668fd15f2ff3791cde13488ed6c34313c5f291e9ffaf4e8bfee6446185895b9b5821f852562d13e0a8e79106e663d8972c9,0001849C,586
163,America/Mexico_City,False,,773,cf1d8646034dc47b761583fe0f6bee1d,0c3d6474,18ad81484c38cde8ccf6fc983ae0407b782546fcf21b697070f5b9eb5dafd8a8df72f365507e53feefa733c6ef34b07dd3b7cf5697bb9101ca121229a745bbe4,000186E6,773
164,America/Miquelon,False,,550,6f57cdc08cc6814bf12c58919a3aacff,5994ea1a,102eec8a2a4b1d68d921b2e430fffcc9a07fd87e26f69a3ce286146dd09ca4bacb96a21a8eec9a6bb3a7161622be9a5b887abbb1607cd5896d68138a31fa2fe5,000189EB,550
165,America/Moncton,False,,1493,8dd0d7115ebd05b3cf88b8a11dc97026,4ff38aad,aa2360b7d0bfa837e4fdfc5d0f53fd779f09383bafab3c26d026b54d4a00f1663dd2526d84511909260b600e47b00b9b456cd3fb046f9e2295499e699805f25f,00018C11,1493
166,America/Monterrey,False,,709,0eda008fbcb4b16b2a02ac0e8df7b338,63b56226,d08446b66ff62b6d3dff63c870e8058307dfdda8d194479bb650a8b8ae173372e42f6ad983d75ebc6c477a6e96b94814b754ab47b09fcffd5deeeebdb06046a8,000191E6,709
167,America/Montevideo,False,,969,64e0eb5df848bbc06156c58b35959680,080098c0,b8cfef7d615d5b41a3b094168530ff5040b52922e6c37bf77c2821e3b22d609f5ddb2db565185d5d650a8a6a9fc66f4aa3c163f8b0f75d626dc8a119a2c65513,000194AB,969
168,America/Montreal,False,,1717,3fa8a9428d799763fa7ea205c02deb93,3d06d1d9,107a4dbb64107f781e3ed17b505baea28d4ca6683c2b49d146dda41c28ca3f9c307809ed938e4152011e199a7be6913de6f7b78cafe8ef300dc3034397945238,00019874,1717
169,America/Montserrat,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
170,America/Nassau,True,America/Montreal,1717,3fa8a9428d799763fa7ea205c02deb93,3d06d1d9,107a4dbb64107f781e3ed17b505baea28d4ca6683c2b49d146dda41c28ca3f9c307809ed938e4152011e199a7be6913de6f7b78cafe8ef300dc3034397945238,00019874,1717
171,America/New_York,False,,1744,763d7a8374a42066d2b0bb81bd47218f,c8479a33,ed227c915d7a595d4247c53d2e5c90a9209d2b1252390464661393ed8d94555e9a968c550c145ba2712f5de4ffd441d81492820a3a361a7203dc53dd3622a430,00019F29,1744
172,America/Nipigon,True,America/Montreal,1717,3fa8a9428d799763fa7ea205c02deb93,3d06d1d9,107a4dbb64107f781e3ed17b505baea28d4ca6683c2b49d146dda41c28ca3f9c307809ed938e4152011e199a7be6913de6f7b78cafe8ef300dc3034397945238,00019874,1717
173,America/Nome,False,,975,97ed2cb6ee44823ce8fabdc0beeae2b9,f9d5ab6e,e93dfacecfe37729a2a5031dfd02e72e005572e931372ebe324cb3f20d680d33efe742af4d1d98f189e61e776d725d065633fcd32733cab3c6aacd3ec2aa0103,0001A5F9,975
174,America/Noronha,False,,484,6c4f6742a67bbd289f89eb4fe7de8e57,66322db7,d1854c7030c1ad91fca7c7c8dabf3e4f37c2de4a2710c3bc1972da776722d0e8fd916703eb0089e1d687da2d7291f2ad5f9659ea163b454d0ab68d2a63f216fe,0001A9C8,484
175,America/North_Dakota/Beulah,False,,1043,b72620d427a1898ea97232aeba51c2dc,2ab62eb7,a7054576e40ee40e3fc47373980ad88b2d0f452c947f4f1e48c1269a2aa519ab39c5d436648e5e1d7b6c9bcf6c8792356f5e1f43920f4f7ade31e7ff56bf9535,0001ABAC,1043
176,America/North_Dakota/Center,False,,990,511edb5c79692d730d309f4424bbaa0e,ef6dea48,23a6baf7ac14489a707d26e89eee09021a4df1a71e7d5724b77276f0d971d1387ee3a8429352c3ec35a3390669ed1b45838d2acd4affe7026af2ef8cd9cac516,0001AFBF,990
177,America/North_Dakota/New_Salem,False,,990,6e5fd4a73872524a21354303cdfff0f8,288b1b52,4291dfdf42399b0842c237d6d0ebcfdad091c6a1dfac7cb24cc39eb3e6b4f6a9ef4f39756e9c76a2c5e523645c4850971ce823fd24f116c07d4aebd9c631d5c8,0001B39D,990
178,America/Nuuk,True,America/Godthab,965,2d1f992b4b2db0d5b93386a2df8579fe,1476f97d,3c431540e307b4388aec2870ffbf12298c49c19e0df00a9011afd50eae8af014f750accb3385e02e862c0c3a5f648e263514ff99c28346453c683dccc0297249,00012D46,965
179,America/Ojinaga,False,,718,1f3c55a5623e748721f53aa0a674a55c,ca2435fa,a2f5d8fa8220c1de65895dddea0dfe36a0aa408282c00bfff6ff60eb7ba1d2e3d282f32966bad7fd1f036b98beea2002ec10d2b660031d5eed2fc584b1fe1f46,0001B77B,718
180,America/Panama,True,America/Atikokan,149,595e67b4c97fda031a90e5ef80813e7d,23e7bed4,27925a87379552403a0960c2ec191994610bc05b2d67fb1fbbeeb6086a16091bdc69449bce3426b31a2775f3845ed8cc07d1882f8b3b4e63f437775a2eea5d76,0000D111,149
181,America/Pangnirtung,True,America/Iqaluit,855,b8248a79b8e4c6de4f23c59e360d333e,05d6a0c5,456dbe8cc744c74cb61b009789baab73624b66745255e2353757bb15b6cbc14a4403fb8c659d4f869cea26bdcee27743986e9e8d394fd14997bd0c7c659bbf56,00015CBE,855
182,America/Paramaribo,False,,187,7dacf7ad9037fa33db4536edf63da220,c91df9f1,59a2de81724ab9060dc7e4a2b6440d15dce3d2cb8379ebf80d58c4f5e91728cb14f677beb211c67803affdebb214ea43022a8d68b31f0ca93fe8b3547fd45a28,0001BA49,187
183,America/Phoenix,True,America/Creston,240,db536e94d95836d7c5725c3b3c086586,9babb8c3,87aa4f9f8b3b01c4bdc96fe971be12b38e16219f58b741c93a52c369146f6a3ae669e2bff2021403f5c1aee1f216c02d1faeb30012454e1de463c467c7f6b374,00010138,240
184,America/Port_of_Spain,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
185,America/Port-au-Prince,False,,565,f07474008b0495a1830bf6ec76104684,ebbd54b4,23af79b004fc08384492bcaa7c4698a31161fe1a0337e9eaaf51e0b2d852b29a9e13c369f1e511e7946cbaf7af3317b9ce618b100955f3a930531924fc968a7a,0001BB04,565
186,America/Porto_Acre,False,,418,0b427173cd7de48179954c1706df9f0f,894bf567,2be3257bef4949ce42d143d3f0e095ea26347ac22fd436d98445af8590186f74a165777e9f423b8bdac416758e42a636fc6bdb86a097256100d61c2828b522d9,0001BD39,418
187,America/Porto_Velho,False,,394,d3dbc4b002cc7a0e5761a3097651309a,a92d811b,5316a2c55ad8695c46e9f66e17fb8b0b2ba675b59050b1d76b1f411e5d908a8c95a770fbaf8e9ffa95cc8c148cc85b9d3d0bb98aeecf799fe5f488061d9371a1,0001BEDB,394
188,America/Puerto_Rico,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
189,America/Punta_Arenas,False,,1218,a06adc807729db23da9fdb54dc714f8b,b19b1340,891107af6f86d67da84329cfdab10c07d0380a5bbfc2991820ce9597d1bf87d80369a8108209bd3178f841a988e8a4486dfea94134e4c7d0c6a1da668f515487,0001C065,1218
190,America/Rainy_River,False,,1294,1ee6e72e10673d4a16b6e24671f793ec,99705f3f,dbcc75cd333e3565c5bda2329f69ff83816b1383456a5f4f11b960fe90436798182565119a48dfe590a7eed5a82e436fe39a1d5d2d71a4c12bdced265d89d7b0,0001C527,1294
191,America/Rankin_Inlet,False,,807,ea521f9e43ebb66928bb2f9462a509d2,0d48dfde,edc2e1c374b35e630041938421afd8c9063f9966e4fe59b2ebcd8afb6e5cc08218cc893a515bbd17604cb8215b98a9830d8b7ff0361aef54a5816809d172cce5,0001CA35,807
192,America/Recife,False,,484,cc7e35a2df60f44003b96877116f4d93,f37503bf,64ef481ca815d6956dcf17f4033971410d012b83cae06aad6da54fdfd7e78961058eef2890c1d33b853a5952e2800ad48b5c03b8fa9d6e2b4c13dd446ef2dd86,0001CD5C,484
193,America/Regina,False,,638,c87b8b428cfdf54309e9503177e0ca5f,4b6496c2,a3149ab7fda9cbee2df6c4ad39d77e722bf1c10b267e1e016db05cf979a016c7d788b4d2e5347a670f0626ee98dc56926b83b380b16205ae4cf6db3e56b0beef,0001CF40,638
194,America/Resolute,False,,807,6c82012b52156392f0cd7178ebcfa900,447e49b0,05208b8c7de35941334bfae2d208bbb11e0c1bae5a33352ccfec3dfe7a5f0c1a9c0c0935bb52a2595b0fc7996529c0e2e76a2b737585cb668b0611a6b7924301,0001D1BE,807
195,America/Rio_Branco,True,America/Porto_Acre,418,0b427173cd7de48179954c1706df9f0f,894bf567,2be3257bef4949ce42d143d3f0e095ea26347ac22fd436d98445af8590186f74a165777e9f423b8bdac416758e42a636fc6bdb86a097256100d61c2828b522d9,0001BD39,418
196,America/Rosario,True,America/Argentina/Cordoba,708,5c57dc3d11f5a64fac22a08ea0c64d25,8a52f0ef,18f23ddb3dca6fa3efe9cbea294bdfc6ad9db3bea98fc1766e0f317754d8a452e12edd692b1505810ec7842d0f8dbdcf1f50a4027dbc2621cde865311ff5b259,0000B123,708
197,America/Santa_Isabel,True,America/Ensenada,1079,6583b73702360a037a332ba046dcc1cd,e4554f9b,27324fb5a32c33663bb9063818814d6938fc5426205a3adf1af99dac763f7bc9157cfaed75e0052d4a7ddade5d7eb313f8bb87e4da306ad6d5b497ed64bde322,00011C00,1079
198,America/Santarem,False,,409,79b1d15365011739a45fe1de0258ae52,68322c04,fbf3b16d64d9e617ee139960a7af3c444b5bacd6920f7cab6d4e52c85cdb3810e438c6cf3db01a2fa8f784fef14847c57273d37d7cea22bb7296aea3ffffc522,0001D4E5,409
199,America/Santiago,False,,1354,c3b66836f89ba29559e1b438d7454e0b,575f225d,f0fb70197e3c380c7171ee7e952ace677621edf9109bab74153fe664c4b3937bf647a5221a776810ce1c323cc2c6d1744edd107b325a02037a554c75dd0e35f6,0001D67E,1354
200,America/Santo_Domingo,False,,317,3f4c05321e52971f2213bfb9e45b7a35,08280f50,2faf1d19ca7472412835807f44a1ef197d1ffc73678f685b3eb960be93665eca1bad14043a23b96584263e06a7825f74aaf3559acc3aa8188fb1bebb319537d7,0001DBC8,317
201,America/Sao_Paulo,False,,952,94e0437e48ebbef69b3fb7fe2af5e0f2,dadf3f9d,2a146e8f2ee485e1895f57a51e9e8b67aa371d03fbd4fd53757fa662e7a19a8e8563f7f6ca97de17fa3a34c7abe894f36cc656c55795f14a4f032b5ac56a410a,0001DD05,952
202,America/Scoresbysund,False,,984,bf0c84231fd8e23714fc440747e56f0b,0a7f6119,fbb110c8518a1086e37be6ad2449ce2ca2763265e4ca4ca4ef666d9408fcf5586a53201044960fe009321e41adddaf927ba2f3f26dc43b6e86e21b846dedfa2b,0001E0BD,984
203,America/Shiprock,True,America/Denver,1042,c1b9655d5b1ce7fbc9ac213e921acc88,40948056,2a188d7bcc48acc17b229e50e136b55dbc59058ae9be6ef217238cd1b6c0a59817954ab98817d2e2ff836a6f7d7461be5850ad73a9096d7a14ce9fd8c2a3c29a,00010E3D,1042
204,America/Sitka,False,,956,4b710acfb88ea85eda7b5f75df122214,92c17b81,0b9e323b693adc643af757943a1439542dab754e31249f8ac247c49deab47524227215092969fd49948ec0b203eccac42893ca5645ddd3ea72066c62c95daacc,0001E495,956
205,America/St_Barthelemy,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
206,America/St_Johns,False,,1878,b5fb2c880a7c41fe2fa96a4792d83269,d20668ea,872bdb1137ce98fefb81001102d9fb22d6cc7fd9f89ac95ecc100de26cccbe19fbb2ccf5e55339069ae4007e06ffdfd44e7ebbb88b438107151dda517b4edef9,0001E851,1878
207,America/St_Kitts,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
208,America/St_Lucia,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
209,America/St_Thomas,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
210,America/St_Vincent,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
211,America/Swift_Current,False,,368,4a956902cb69a4cba608798e1da71a58,9d19d81c,514aaf464cd24dc537f006a5dd03526c1359b1ac492ce497b0054a7ee83f38558c53b09125764e62c78ca22a766f1913760d83a99fa8a73c054741b7246c2996,0001EFA7,368
212,America/Tegucigalpa,False,,194,b3c87245083e0474ed4ce3d23abb7f4f,e27a1382,8fe1f5ff18a31bd130ed9bde110d60e2a567f7a6065ea6e0bb8e44c6ce4a464d202e2246edd67a9bc9f9ee1f7749199101ac25d7b930f3ffd2e51ad80b1dde5c,0001F117,194
213,America/Thule,False,,455,b8c39bf52aaa707c58a301ce115ee576,d3f70d55,41d6639e4eae51b253e7bb66ab0ddbf43fd50939c9f790b312bea0b7f315d46adf485047aca1a2bec735a7ab11b01c305854cbfe9ff9fc18a739273caac2a8f6,0001F1D9,455
214,America/Thunder_Bay,True,America/Montreal,1717,3fa8a9428d799763fa7ea205c02deb93,3d06d1d9,107a4dbb64107f781e3ed17b505baea28d4ca6683c2b49d146dda41c28ca3f9c307809ed938e4152011e199a7be6913de6f7b78cafe8ef300dc3034397945238,00019874,1717
215,America/Tijuana,True,America/Ensenada,1079,6583b73702360a037a332ba046dcc1cd,e4554f9b,27324fb5a32c33663bb9063818814d6938fc5426205a3adf1af99dac763f7bc9157cfaed75e0052d4a7ddade5d7eb313f8bb87e4da306ad6d5b497ed64bde322,00011C00,1079
216,America/Toronto,True,America/Montreal,1717,3fa8a9428d799763fa7ea205c02deb93,3d06d1d9,107a4dbb64107f781e3ed17b505baea28d4ca6683c2b49d146dda41c28ca3f9c307809ed938e4152011e199a7be6913de6f7b78cafe8ef300dc3034397945238,00019874,1717
217,America/Tortola,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
218,America/Vancouver,False,,1330,bc58930f92342790d3ee214524808faa,be233955,049f69ac8e644f669cdea694c0efb7b118cdda6aecdc100dd268a86611b6656d4941d5c69aeef4551525acd73d5f6e2f7cdb86ce0e80936491a603986523b384,0001F3A0,1330
219,America/Virgin,True,America/Anguilla,177,92d3b867243120ea811c24c038e5b053,3b2ac971,1eee8298dffa70049439884f269f90c0babcc8e94c5ccb595f12c8cfe3ad12d52b2d82a5853d0ff4a0e4d6069458cc1517b7535278b2fdef145e024e3531daad,0000A89A,177
220,America/Whitehorse,False,,1029,5fa937049e86ffbf52d4348c6c43b0ad,91ee1dbf,603fbc2afea3c985228769c11f58a4a211145aa07c7557fc26757426893252b342118cffb9019dcce1b6838fefaf36afdd8b8ca9af4989682355af1687aac256,0001F8D2,1029
221,America/Winnipeg,True,America/Rainy_River,1294,1ee6e72e10673d4a16b6e24671f793ec,99705f3f,dbcc75cd333e3565c5bda2329f69ff83816b1383456a5f4f11b960fe90436798182565119a48dfe590a7eed5a82e436fe39a1d5d2d71a4c12bdced265d89d7b0,0001C527,1294
222,America/Yakutat,False,,946,3ee52913271777c67f23d5a918bb0f7c,ab7edb2c,4b82c7d281e70152dec054de0d868146c6a8cc30940cc582b7de7a148337d88eda14f8ea44b08069e3035dce5187c26191b1c3b149442eca5c3c8cdea664d49d,0001FCD7,946
223,America/Yellowknife,True,America/Edmonton,970,beb91df50b24718aed963a509c0c2958,dc07077b,6cf096f7cd01fe83e8a49539667f21137fe36b473e2f92ffb78316026eaadf2723cdf66780fb24b661cb5acf0d388ed0526db794cdb8c7af8da1f5b8660ca5b3,000115D2,970
224,Antarctica/Casey,False,,287,957f11834b112fc8d4098a9a695e119e,62f283a8,9b6d01533bde1e4767888c54234200534a0fef55d2f6885ade86fe18ceb3ea04a51c2d0d20ffc460040c8f2843ca49b2c0ebfa430a0b42d13a9f1a5d0a786b3b,00020089,287
225,Antarctica/Davis,False,,197,b61230343294608431fbbd939bb6971d,d306ea95,26456c196ef896ba28aa44212595730aede7719bc9747f49788074ef4f2c0fba4383e69ee47161eb1f959569d2a8ae93d1ab17e25b21ef44c8771881ed23dd58,000201A8,197
226,Antarctica/DumontDUrville,False,,154,bcf8aa818432d7ae244087c7306bcb23,7919046e,d5721c5bf8e1df68fbe2c83bb5cd1edea331f8be7f2a7ef7a6c45f1c656857f2f981adb2c82d8b380c88b1ddea6abb20d692c45403f9562448908637d70fa221,0002026D,154
227,Antarctica/Macquarie,False,,976,11ad3359d7c0da89994eaa90a9743841,14b23f0d,403fc626af43673c0e599293740422dd4038155292d21b1caf1b23f99f4f14a62f789c2398f0145796020a3a78aa26501d948d342307e38339b1f47e611c13ea,00020307,976
228,Antarctica/Mawson,False,,152,63f5d146aa8a66720b2c4db9e87ec1f4,8bab4ed7,a9777cb68b02e34fb3795b42b426cd947ae8170f0e0c71f4a5fb745ef175253f16c7452513f0a7d8d72ef3093a47da5cd50633384ee54a6182e718b46a162401,000206D7,152
229,Antarctica/McMurdo,False,,1043,655680c9ae07d4896919210710185038,f7afb262,28ca8023b1091b2630bf46314fa1737ac66a3b464cdd48c2d8300edcb2eb5847710e98e4f63be358e443bfa8ca6dc73a8b3f38fc6df4f7c0ff324520c91bc498,0002076F,1043
230,Antarctica/Palmer,False,,887,3a420ea50d496f0c159a0d18af06b211,a9f37b95,70911d309e6a7a4037317c3a78b55197d9dd98a6491c0fda949094ce6e2c9aaefa4d78e54a97deb543124da3d17bcbcb03c1dc511052bd295a167fa6ceafb717,00020B82,887
231,Antarctica/Rothera,False,,132,0fb4aa6fed3f28bc7a3dae35a993171a,31f789c6,c7e3fdc046a6a1bcc9f52a05a3d576afe4bf820f3864bb670c233ddae5f8c92370cd0adac7aea3635df28248aec997d599b65b541b6a9ac4ee1703a1fc92fd50,00020EF9,132
232,Antarctica/South_Pole,True,Antarctica/McMurdo,1043,655680c9ae07d4896919210710185038,f7afb262,28ca8023b1091b2630bf46314fa1737ac66a3b464cdd48c2d8300edcb2eb5847710e98e4f63be358e443bfa8ca6dc73a8b3f38fc6df4f7c0ff324520c91bc498,0002076F,1043
233,Antarctica/Syowa,False,,133,165baa2c51758e236a98a6a1c4cf09a0,e187d7cf,82f71fe26f83940b802676221f6efc6cfd66aa0cf0c3befdab9b60d7a8e951e504c547f90876890e7ecb18c7f89a41152d276f32f7e5ac6abead24b6fd47f3e5,00020F7D,133
